,track_id,track_name,album,artist,artist_id,release_date,track_id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
170,2dUFDcYgiXgDO7ohd52kRr,Who Do You Love,I'm Your Baby Tonight,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1990-11-04,2dUFDcYgiXgDO7ohd52kRr,0.764,0.892,-7.953,0.0334,0.45,7.43e-06,0.279,0.949,117.187
171,6fFVwBQbgOsLgL7Mj7vJoN,We Didn't Know (with Stevie Wonder),I'm Your Baby Tonight,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1990-11-04,6fFVwBQbgOsLgL7Mj7vJoN,0.755,0.731,-7.649,0.027,0.414,9.53e-06,0.0699,0.546,104.939
172,6K72MqCTSQTb1I6spurCTB,After We Make Love,I'm Your Baby Tonight,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1990-11-04,6K72MqCTSQTb1I6spurCTB,0.44,0.455,-9.597,0.0297,0.646,7.43e-06,0.203,0.197,119.826
173,2mZKMwamr50x6vrcjVa4bK,I'm Knockin',I'm Your Baby Tonight,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1990-11-04,2mZKMwamr50x6vrcjVa4bK,0.833,0.681,-10.233,0.098,0.159,0.000114,0.14,0.769,101.031
174,2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),Whitney,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1987-06-02,2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,-8.824,0.0453,0.207,0.000307,0.0888,0.867,118.818
175,03I2WC8v4crMRBcjwyzmOy,Just the Lonely Talking Again,Whitney,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1987-06-02,03I2WC8v4crMRBcjwyzmOy,0.43,0.388,-11.947,0.0411,0.72,0,0.163,0.542,67.038
176,4gDBc1RxPAvinJrZzZ9nYX,Love Will Save the Day,Whitney,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1987-06-02,4gDBc1RxPAvinJrZzZ9nYX,0.758,0.843,-9.454,0.0482,0.197,4.11e-06,0.242,0.775,120.569
177,19wadMw1A8XejDV4p5wMt1,Didn't We Almost Have It All,Whitney,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1987-06-02,19wadMw1A8XejDV4p5wMt1,0.54,0.49,-10.151,0.027,0.414,0.000896,0.142,0.336,130.992
178,4l2Edgdj4vla02GCh7YyAv,So Emotional,Whitney,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1987-06-02,4l2Edgdj4vla02GCh7YyAv,0.698,0.791,-10.012,0.0495,0.271,4.74e-05,0.199,0.809,119.081
179,4vcCPWXgVk8B4xdgshk6cI,Where You Are,Whitney,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1987-06-02,4vcCPWXgVk8B4xdgshk6cI,0.362,0.416,-10.797,0.0375,0.787,0,0.0713,0.373,68.328
180,3mSoszSicci7wGb0lDKftK,Love Is a Contact Sport,Whitney,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1987-06-02,3mSoszSicci7wGb0lDKftK,0.641,0.74,-9.257,0.0382,0.0644,2e-06,0.125,0.905,174.687
181,2csRQWI7A2FjLYBQBiAIoi,You're Still My Man,Whitney,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1987-06-02,2csRQWI7A2FjLYBQBiAIoi,0.548,0.505,-9.496,0.0295,0.684,3.58e-06,0.226,0.308,131.743
182,2MJQbnpAPKR83FFk19Bq3p,For the Love of You,Whitney,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1987-06-02,2MJQbnpAPKR83FFk19Bq3p,0.698,0.464,-12.645,0.0327,0.733,0,0.0745,0.786,100.814
183,7tLtIZclwLWk54PFAyDv5T,Where Do Broken Hearts Go,Whitney,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1987-06-02,7tLtIZclwLWk54PFAyDv5T,0.462,0.385,-12.173,0.0291,0.635,0,0.0682,0.244,61.876
184,0s5foteQsQsBskBZMrExLO,"I Know Him So Well - from ""Chess""",Whitney,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1987-06-02,0s5foteQsQsBskBZMrExLO,0.497,0.329,-13.647,0.0336,0.571,0,0.145,0.159,127.974
185,2kfB5H5vNYcG87SKabmKCa,How Will I Know - Dance Remix,Whitney Dancin' Special,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1986-11-01,2kfB5H5vNYcG87SKabmKCa,0.931,0.606,-9.809,0.0494,0.0901,0.00048,0.486,0.67,119.127
186,1w4VpznsRNoLTlfTU6pxkM,You Give Good Love - Extended Dance Version,Whitney Dancin' Special,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1986-11-01,1w4VpznsRNoLTlfTU6pxkM,0.483,0.501,-8.541,0.0376,0.738,0,0.402,0.476,149.828
187,6gwPlu6WlaSAXOVzHYVHPB,Thinking About You - Bruce Forest Dance Remix,Whitney Dancin' Special,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1986-11-01,6gwPlu6WlaSAXOVzHYVHPB,0.823,0.467,-11.46,0.0608,0.0199,0.00169,0.0954,0.475,119.124
188,6MJ9ZTPMZoRPC7n5FTth1O,Someone for Me - Alan The Judge Coulthard Remix,Whitney Dancin' Special,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1986-11-01,6MJ9ZTPMZoRPC7n5FTth1O,0.79,0.837,-8.882,0.0488,0.0372,0.00878,0.0885,0.967,124.105
189,5o6WbzoL27vopm855cGhQb,Thinking About You - Bruce Forest Dub Version,Whitney Dancin' Special,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1986-11-01,5o6WbzoL27vopm855cGhQb,0.831,0.393,-14.924,0.0552,0.0197,0.00119,0.239,0.43,119.101
190,6lBZvCMdUXdSH165j7IDjL,How Will I Know - Instrumental Version,Whitney Dancin' Special,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1986-11-01,6lBZvCMdUXdSH165j7IDjL,0.891,0.693,-10.953,0.0411,0.0769,0.918,0.115,0.697,119.244
191,0GY4MEgkUjXrqFSPwxyauZ,You Give Good Love - Extended Alternate Dance Version,Whitney Dancin' Special,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1986-11-01,0GY4MEgkUjXrqFSPwxyauZ,0.551,0.519,-8.406,0.0399,0.778,0,0.184,0.477,75.063
192,2BmrTfv7o5fMApOtEHWhXX,You Give Good Love,Whitney Houston (The Deluxe Anniversary Edition),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,2BmrTfv7o5fMApOtEHWhXX,0.491,0.514,-7.809,0.04,0.699,0,0.0924,0.491,149.833
193,5GNDlkBSY1USuaAI0AkGxJ,Thinking About You,Whitney Houston (The Deluxe Anniversary Edition),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,5GNDlkBSY1USuaAI0AkGxJ,0.858,0.512,-10.643,0.0611,0.23,0,0.0557,0.596,120.136
194,7jdJrdkpvotCxBIcjbpg7d,Someone For Me,Whitney Houston (The Deluxe Anniversary Edition),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,7jdJrdkpvotCxBIcjbpg7d,0.863,0.707,-9.696,0.037,0.0783,0.00307,0.0562,0.924,124.266
195,2KtQEHv44Y1US0iaJ41pRA,Saving All My Love for You,Whitney Houston (The Deluxe Anniversary Edition),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,2KtQEHv44Y1US0iaJ41pRA,0.404,0.379,-8.887,0.0315,0.594,2.77e-05,0.0912,0.242,198.452
196,7Febrv2oexytTxRChA3jra,Nobody Loves Me Like You Do (with Jermaine Jackson),Whitney Houston (The Deluxe Anniversary Edition),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,7Febrv2oexytTxRChA3jra,0.382,0.294,-12.107,0.0306,0.683,2.38e-06,0.299,0.117,124.446
197,7mMWGhaIiDmbsGaAAcmwGm,How Will I Know,Whitney Houston (The Deluxe Anniversary Edition),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,7mMWGhaIiDmbsGaAAcmwGm,0.844,0.709,-6.801,0.0443,0.204,4.85e-05,0.62,0.923,119.486
198,5YHtQaUrOdKHeyDPHvVa6x,All at Once,Whitney Houston (The Deluxe Anniversary Edition),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,5YHtQaUrOdKHeyDPHvVa6x,0.587,0.46,-11.357,0.0276,0.512,0,0.14,0.3,132.75
199,6Pu7Figfp6j7nFtOupPDDl,Take Good Care of My Heart (with Jermaine Jackson),Whitney Houston (The Deluxe Anniversary Edition),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,6Pu7Figfp6j7nFtOupPDDl,0.713,0.782,-8.617,0.0378,0.248,0,0.0721,0.834,112.226
200,3yOzDXX8cTz25jid6uKTFD,Greatest Love of All,Whitney Houston (The Deluxe Anniversary Edition),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,3yOzDXX8cTz25jid6uKTFD,0.534,0.399,-10.45,0.0324,0.682,0,0.172,0.29,130.961
201,3Ff5RUXCoENkZg7QTdMIOJ,Hold Me (with Teddy Pendergrass),Whitney Houston (The Deluxe Anniversary Edition),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,3Ff5RUXCoENkZg7QTdMIOJ,0.545,0.377,-12.866,0.0274,0.399,0,0.159,0.199,116.249
202,5MirlDZUCR22JyZM14VRDw,Thinking About You - Bruce Forest Dance Remix,Whitney Houston (The Deluxe Anniversary Edition),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,5MirlDZUCR22JyZM14VRDw,0.821,0.46,-11.744,0.0605,0.0202,0.00408,0.0792,0.551,119.151
203,7f0AZTDhM4uZijI2OtiFLw,Someone For Me - Alan The Judge Coulthard Remix,Whitney Houston (The Deluxe Anniversary Edition),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,7f0AZTDhM4uZijI2OtiFLw,0.798,0.848,-8.274,0.05,0.0362,0.00584,0.0463,0.967,123.825
204,3WknyQZuIAbD3RajSUMXbY,How Will I Know - The Voice - A cappella Mix,Whitney Houston (The Deluxe Anniversary Edition),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,3WknyQZuIAbD3RajSUMXbY,0.592,0.228,-14.942,0.314,0.945,0,0.628,0.413,118.306
205,1dW1kgruSVDh57IsBfuocK,"How Will I Know - John ""Jellybean"" Benitez Remix",Whitney Houston (The Deluxe Anniversary Edition),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,1dW1kgruSVDh57IsBfuocK,0.93,0.588,-10.582,0.0484,0.072,0.00039,0.366,0.729,119.069
206,7FHmQOpMo25rPnZeUmCLEQ,"Greatest Love of All - Live at Radio City Music Hall, New York, NY - March 1990",Whitney Houston (The Deluxe Anniversary Edition),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,7FHmQOpMo25rPnZeUmCLEQ,0.311,0.606,-8.264,0.0702,0.63,0,0.984,0.265,112.029
207,0t6DdFmFQhQYWhmfa5FJer,You Give Good Love,Whitney Houston,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,0t6DdFmFQhQYWhmfa5FJer,0.559,0.365,-13.654,0.0332,0.686,0,0.0771,0.534,74.802
208,1ZEsUSRSOuessvFDC1Kpk1,Thinking About You,Whitney Houston,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,1ZEsUSRSOuessvFDC1Kpk1,0.856,0.343,-16.479,0.0617,0.257,0,0.0584,0.744,119.94
209,57gkU8WvqF62FTRDIIHqjH,Someone For Me,Whitney Houston,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,57gkU8WvqF62FTRDIIHqjH,0.858,0.543,-15.417,0.0424,0.0757,0.00953,0.255,0.927,124.12
210,1lx8ddGT5wCD6W2xmLeRKG,Saving All My Love for You,Whitney Houston,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,1lx8ddGT5wCD6W2xmLeRKG,0.636,0.264,-14.567,0.0263,0.593,4.22e-05,0.275,0.264,99.304
211,72NcOvvGdarZaOyKMNHZ1m,Nobody Loves Me Like You Do (with Jermaine Jackson),Whitney Houston,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,72NcOvvGdarZaOyKMNHZ1m,0.388,0.177,-17.819,0.0325,0.683,8.97e-06,0.261,0.106,124.444
212,5tdKaKLnC4SgtDZ6RlWeal,How Will I Know,Whitney Houston,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,5tdKaKLnC4SgtDZ6RlWeal,0.832,0.544,-12.697,0.0442,0.201,0.000139,0.632,0.928,119.49
213,0g8Q1Pmem92k7PzI3VLWKz,All at Once,Whitney Houston,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,0g8Q1Pmem92k7PzI3VLWKz,0.58,0.325,-16.16,0.0294,0.539,0,0.135,0.342,132.548
214,2rzea165xVSd8sIgBvKN8j,Take Good Care of My Heart (with Jermaine Jackson),Whitney Houston,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,2rzea165xVSd8sIgBvKN8j,0.71,0.591,-14.566,0.04,0.212,2.05e-06,0.181,0.841,112.078
215,6yJxCltgtmGxIgKOS6ndnu,Greatest Love of All,Whitney Houston,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,6yJxCltgtmGxIgKOS6ndnu,0.502,0.305,-16.011,0.0339,0.484,3.55e-06,0.117,0.248,131.242
216,00W1p1EeD140DHSrVjhhlR,Hold Me (with Teddy Pendergrass),Whitney Houston,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1985-02-14,00W1p1EeD140DHSrVjhhlR,0.537,0.263,-17.92,0.0291,0.379,2.81e-06,0.162,0.21,116.094
217,6gtZqFjRz5ONnuRCvmqNUU,Don't Cry For Me - Extended Mix,Don't Cry For Me (The Remixes),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2023-02-03,6gtZqFjRz5ONnuRCvmqNUU,0.742,0.723,-5.829,0.0363,0.00388,0.00188,0.0648,0.428,123.889
218,1uiXG9v6UF8rsdnGsd5LEJ,Don't Cry For Me,Don't Cry For Me (The Remixes),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2023-02-03,1uiXG9v6UF8rsdnGsd5LEJ,0.604,0.603,-8.487,0.0364,0.00811,0.000135,0.346,0.248,123.952
219,4fl5jtT0HdE1CU0XtquCQc,Don't Cry For Me - Instrumental,Don't Cry For Me (The Remixes),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2023-02-03,4fl5jtT0HdE1CU0XtquCQc,0.707,0.63,-7.325,0.0276,0.00195,0.819,0.0649,0.358,123.895
220,62WjuDhFRSzC7qJyfcvXUY,Don't Cry For Me - Thunderpuss Reunion Extended Remix,Don't Cry For Me (The Remixes),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2023-02-03,62WjuDhFRSzC7qJyfcvXUY,0.677,0.828,-7.215,0.0392,0.00204,0.00267,0.0553,0.625,123.996
221,4skt41Fs4au2x1KzgHztrv,Don't Cry For Me - Thunderpuss Reunion Remix,Don't Cry For Me (The Remixes),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2023-02-03,4skt41Fs4au2x1KzgHztrv,0.641,0.826,-5.604,0.0454,0.109,0,0.109,0.429,123.971
222,4fmOSpPbY7eM2y8x6ZomQJ,Don't Cry For Me - Thunderpuss Reunion Instrumental,Don't Cry For Me (The Remixes),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2023-02-03,4fmOSpPbY7eM2y8x6ZomQJ,0.774,0.773,-8.412,0.0393,0.0049,0.632,0.109,0.413,123.99
223,4vFOZoXtE70irfdTRJD722,Don't Cry For Me - Mark Knight Extended Remix,Don't Cry For Me (The Remixes),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2023-02-03,4vFOZoXtE70irfdTRJD722,0.755,0.939,-4.112,0.102,0.00395,0.465,0.0451,0.478,124.002
224,46UF5p8aihRkpFGISOa1ck,Don't Cry For Me - Mark Knight Remix,Don't Cry For Me (The Remixes),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2023-02-03,46UF5p8aihRkpFGISOa1ck,0.652,0.964,-3.48,0.0948,0.0524,0.0585,0.122,0.512,123.988
225,58hpuF8pRrqslHA5rD7GSa,Don't Cry For Me - Mark Knight Instrumental,Don't Cry For Me (The Remixes),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2023-02-03,58hpuF8pRrqslHA5rD7GSa,0.786,0.952,-5.226,0.0564,0.00377,0.797,0.0423,0.328,124.028
226,0N3vADt3sLOxSZAYRHzJgs,Don't Cry For Me - Darkchild Film Version,Don't Cry For Me (The Remixes),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2023-02-03,0N3vADt3sLOxSZAYRHzJgs,0.377,0.288,-9.308,0.0303,0.0679,7.72e-06,0.121,0.135,123.897
227,0Anu54ZPDnpT8uzzTzKKuI,Don't Cry For Me - A Cappella,Don't Cry For Me (The Remixes),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2023-02-03,0Anu54ZPDnpT8uzzTzKKuI,0.345,0.0839,-10.07,0.0769,0.833,0,0.0576,0.0937,177.362
228,6LOpveSmYGW6S0x69fSuEF,Don't Cry For Me - Thunderpuss Reunion Remix,Don't Cry For Me (Thunderpuss Reunion Remix),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2023-01-18,6LOpveSmYGW6S0x69fSuEF,0.641,0.826,-5.604,0.0454,0.109,0,0.109,0.429,123.971
229,16pGNaNDM90qW1bNopHxAM,You'll Never Stand Alone - Moto Blanco Remix,You'll Never Stand Alone (Moto Blanco Remix),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2022-12-15,16pGNaNDM90qW1bNopHxAM,0.737,0.818,-7.307,0.0477,0.00894,6.24e-06,0.327,0.754,124.032
230,360UUtnLhTotPeik1PMufx,Tomorrow,Tomorrow,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2022-12-15,360UUtnLhTotPeik1PMufx,0.524,0.199,-13.841,0.0298,0.829,0,0.0934,0.605,106.876
